brand,price
"Monitor portátil 14,5"""" tela sensível ao toque 2560x720 2K para tela de jogo GPU 4000D",944.21
Kit de substituição de módulo monitor monitor tela sensível ao toque LCD de 5 polegadas compatível com HDMI,206.62
"13,3 polegadas 1920x1080 Full HD invólucro de metal industrial/VGA/AV/BNC/USB monitor SD3",929.75
"Monitor LCD 12,1 em 800x600 luz de fundo LED estojo de metal monitor industrial",860.21
"Monitor portátil 8,8"" 1920x480 IPS tela secundária tela HDMI para PC CPU GPU",488.12
Monitor LCD tela secundária 5 polegadas IPS tipo C computador display dinâmico AIDA64,350.84
"Tinysa Ultra 100k-5.3GHz Hand Held Tiny Analisador de Espectro + 4"" TFT LCD + Bateria",681.24
"Monitor portátil 12,3"""" 1920*720 barra LCD mini tela sensível ao toque tela secundária HDMI",636.15
"Monitor de metal industrial incorporado Full HD de 17,3 polegadas versão normal sem toque EQM",522.17
"Monitor USB 2,1 polegadas 480×480 preto refrigerador de água tela ambiente RGB desktop",252.23
11.6 Inch 1080P HDMI Screen Monitor 1920X1080 IPS LCD Display For Raspberry Pi,610.5
"Monitor de mesa ELO tela sensível ao toque 1080P 19,5"" LCD TFT ET2002L-2UWA-1-G E396119",3075.06
"Monitor de tela IPS tipo C secundário mini monitor IPS computador AIDA64 de 3,5 polegadas",150.57
"Tela de monitor IPS industrial 10,1 polegadas 178° com interface /VGA/AV 100-240V",244.98
"Novo anúncioMonitor portátil 7"""" 1920x1080 IPS FHD tela sensível ao toque HDMI tipo C tela para jogos",737.99
"Monitor portátil 15,6 polegadas FHD IPS 1080P alto-falante duplo monitor de jogos portátil L SD3",810.63
"Monitor portátil 11,6"""" USB tipo C HDMI segundo monitor HD 1920x1080p tela IPS",878.52
"165Hz Moniteur de Jeu 17,3"" Portable écran Extenseur pour Ordinateur/PS4/5/Xbox",1749.48
"Tela secundária 8,8 polegadas IPS tipo C chassi USB inteligente 1920*480 para PC estojo",516.36
"Material de metal 15"" Moldura Lcd Industrial Aberta Monitor Touch Screen Resistivo",2597.94
"Monitor portátil tela LCD tipo C tela sensível ao toque 9"""" 2K IPS 2560x1600 HDMI",789.89
2 Pçs Monitor de Computador Tela Ptotector Jaqueta Rosa Decoração de Mesa Trabalho,107.44
"Mini monitor portátil 10,5 polegadas pequeno 1920x1280 tela FHD IPS com Fol ZZ1",340.53
"7.9"" Touch Screen LCD Bildschirm für RPI Raspberry Pi 3 Model B 4 5 0 Zero 2 W",415.98
"Monitor USB 2,8 polegadas 480×480 preto refrigerador de água tela ambiente RGB desktop",323.53
Waveshare 2560×1440 13.3in 2K AMOLED Touch Display HDMI/Type-C para Raspberry Pi,1749.4
Monitor de computador USB duplo livremente AIDA64 FAÇA VOCÊ MESMO acrílico monitor LCD para Raspberry Pi,136.06
"Monitor para jogos curvo Dell Alienware Ultrawide - Tela WQHD de 38 polegadas, 144Hz",3723.04
"Monitor de computador para mini ITX estojo 3,5"" IPS TIPO-C tela secundária CPU",190.78
"Monitor portátil para jogos tela sensível ao toque IPS tipo C tela HDMI 11,6""""/13,3""""/15,6""""",808.19
VILTROX DC-550 Pro LCD Monitor 5.5 inch High Brightness 1920*1080 Full HD 3D LUT,954.3
Sensor de pressão de ar coletor MA para Nissan 370Z Infiniti Q50 Q70 G37 M56 QX56·,195.65
"Monitor 21,5 polegadas 16:10 75Hz 1920x1080 ultra fino HD VGA DC porta desktop Mon SD3",1206.62
"Monitor portátil 9,7"""" IPS tela PC jogos para framboesa PS4 XBOX DSLR",736.03
Monitor de computador 27 polegadas 1920x1080 75HZ monitor com interface multimídia HD SD3,1235.06
"Mini monitor portátil 10,5 polegadas pequeno 1920x1280 tela FHD IPS com fol BST",423.11
"Monitor USB 3,5 polegadas IPS Case Moniror 328x480 faça você mesmo rotação de 360 graus para ITX",141.39
JUNERAIN 3.5 Zoll LCD HDMI Display Touch Screen + ABS Gehäuse für Raspberry Pi 3,98.43
"Tela de monitor IPS industrial 10,1 polegadas ângulo de visão amplo 178° com /VGA/AV",490.43
"Monitor LCD IPS 7"" USB HDMI tela sensível ao toque 1024x600 para PC Raspberry Pi",256.26
Monitor lateral IPS 7 polegadas 1024×600 PC estojo tela secundária com estojo de metal CNC,312.56
"Tela secundária USB de 8,8 polegadas tipo C conexão sem tela compatível com HDMI 1920*480",645.96
"Tela secundária 12,6"""" FHD IPS mini HDMI barra esticada monitor LCD",871.98
"Tela de monitor IPS industrial 10,1 polegadas 178° com interface /VGA/AV 100-240V♫",247.8
"Tela secundária Dual USB monitor de temperatura computador 3,5 polegadas IPS FAÇA VOCÊ MESMO",173.14
"Monitor USB 2,8 polegadas 480×480 prata refrigerador de água tela PC estojo tela secundária",323.53
"Painel de tela sensível ao toque resistivo 364*216mm para monitor de 15,6 polegadas 15,6"" 4 fios kit USB",362.44
4.3 Polegadas Lcd Hdmi (B) 800x480 in-plane de comutação Capacitiva Touch LCD suporta vários sistemas,334.5
Rev4.1 7 polegadas HDMI LCD (B) 800×480 tela sensível ao toque capacitiva LCD para Raspberry Pi,290.62
"Monitor pequeno 10,5 polegadas 1920x1280 tela FHD IPS mini monitor portátil com Fol EOM",427.6
"Mini monitor 360° tela secundária USB IPS 3,5 polegadas AIDA64 para computador",127.18
"Mini monitor LCD CCTV 7"" tela de PC HDMI VGA AV alto-falante duplo para Raspberry Pi",282.83
"Monitor de tela IPS tipo C secundário mini monitor IPS computador AIDA64 de 3,5 polegadas",158.76
"Monitor LCD tela widescreen HD 1080P de 10,1 polegadas com / VGA / BNC / AV EOM",469.91
"Monitor de metal industrial incorporado Full HD de 17,3 polegadas versão normal sem toque GHB",522.61
Monitor LCD CCTV 7 polegadas tela de PC AV RCA VGA HDMI 1080P para DSLR framboesa PI,277.06
"Monitor de metal industrial incorporado Full HD de 17,3 polegadas versão normal sem toque GF0",522.1
Modem de voz digital duplex UHF VHF MMDVM hotspot WiFi P25 DMR YSF D-Star,513.12
"Hagibis 3,5 polegadas IPS mini tela AIDA64 mini PC CPU RAM HDD monitor de dados display",455.04
"Tela de toque capacitiva 7"" tela LCD IPS 1024x600 HDMI para Raspberry Pi 4 3B+",230.87
"Tela sensível ao toque capacitiva DSI IPS LCD de 4,3 polegadas para Raspberry Pi 800×480 grande angular",230.29
"Monitor de tela HDMI 1080p tela LCD IPS de 11,6 polegadas 1920X1080 para Raspberry Pi",572.7
Tela sensível ao toque resistente IPS HDMI LCD 1024×600 XPT2046 7 polegadas para vários dispositivos,279.65
Hdmi 3.2 Polegadas LCD Display de comutação in-plane 480×800 brilho ajustável sem toque para todos os rpis,191.9
Tela de ponto quântico QLED de 7 polegadas 1024×600 toque capacitivo LCD G+G vidro temperado,383.86
"Módulo de exibição 5,65 polegadas ACeP 7 cores papel eletrônico tinta eletrônica 600×448 pixels interface SPI",389.34
"Monitor de metal industrial incorporado Full HD de 17,3 polegadas versão normal sem toque ZZ1",603.48
"Monitor portátil tela sensível ao toque LCD 14,5"""" 2K 2560x720 bar monitoramento HDMI tipo C",884.28
"5"" IPS USB mini tela PC CPU GPU RAM monitor de dados PC painel sensor com suporte",401.76
Modem NPR-70 v05 por F4HDK | Novo pacote de rádio mais de 70cm banda | Rádio amador,634.36
Portkeys HD7H 7 Inch Camera Field Monitor High Brightness 1000nits HDMI-compatib,562.79
Monitor LCD tela secundária 5 polegadas IPS tipo C computador display dinâmico AIDA64,248.07
"Monitor de campo FEELWORLD P6X 5,5"" alumínio 1000nit tela sensível ao toque ultra brilhante 3D",961.62
2.4 Polegadas 240×320 ILI9341 Módulo Display LCD TFT tela Spi Interfac 65K Cor Rgb,93.18
"Tela IPS LCD CCTV 11,6"" polegadas USB/MP5/VGA/HDMI 1080P para DSLR framboesa",606.13
"Kit inicial monitor Ein de 2,13"" para RPI Raspberry Pi Zero 2 W 3 modelo B Plus A 4",98.09
Dpi 5 Polegadas Tela Lcd Para Raspberry Pi 800×480 Dpi Interface in-plane De Comutação Sem Touch,224.81
"Monitor portátil 8,8"" 1920x480 IPS tela secundária tela HDMI para PC CPU GPU",524.44
"Monitor LCD tela widescreen HD 1080P de 10,1 polegadas com / VGA / BNC / AV SD3",471.19
"Tela secundária 12,6"""" 1920*515 FHD IPS monitor de tela sensível ao toque HDMI LCD display",1003.61
Sensor de pressão de ar coletor MA para Nissan 370Z Infiniti Q50 Q70 G37 M56 QX56·,201.54
"Monitor portátil 15,6 polegadas FHD IPS 1080P alto-falante duplo monitor de jogos portátil L SD3",810.63
Tela portátil 9.7 USB tipo-C PD 65W HDMI 2K monitor notebooks switch e Iphone15,635.05
Monitor LCD TFT 15 polegadas com VGA HD multimídia AV BNC USB DC interface de entrada Po GF0,384.6
"Tela USB IPS 3,5"" AIDA64 PC CPU RAM HDD monitor de dados tipo C subtela branca!",176.72
7 Polegadas Lcd Dsi (C) 1024×600 Capacitiva Touch Display de comutação in-plane Para Raspberry Pi 4B/3B+,394.83
Tela sensível ao toque capacitiva 7 polegadas HDMI LCD (H) 1024x600 IPS suporte saída de áudio HDMI,301.59
"Monitor de segurança 10,1"" LCD CCTV DSLR tela monitor de framboesa AV VGA HDMI 1080P",363.65
Tela AMOLED toque capacitivo 5 polegadas 960×544 HDMI para Raspberry Pi Jetson Nano,499.04
"Monitor portátil tela sensível ao toque 5,5"""" 1920*1080 HDMI LCD Raspberry Pi 5/4",597.7
"8 ""TFT * LCD Color Monitor de vídeo BNC HDMI AV VGA Entrada para PC Security Cam",912.17
"Monitor portátil triplo 14 polegadas para notebooks de 15,6 polegadas FHD 1080P HDR IPS D SD3",2171.52
Computador USB de 5 polegadas tela secundária CPU GPU RAM HDD USB PC painel monitor de dados,418.51
"Monitor subdisplay 8,8"" tela LCD faixa longa 1920*480 USB-HDMI para carro computador",549.04
Monitor de dados PC CPU 5 polegadas IPS USB C TIPO C para exibição de temperatura AIDA64 PC CPU,334.0
"Mini monitor 360° para Pi ITX PC tela de exibição secundária USB IPS 3,5 polegadas AIDA64",129.52
"Monitor de metal industrial incorporado Full HD de 17,3 polegadas versão normal sem toque SD3",603.67
Monitor de estacionamento 5 polegadas HD TFT LCD inversor para câmera de backup de carro GHB,125.13
"Monitor IPS 10.1""/7"" CCTV PC tela USB/MicroSD/VGA/HDMI1/HDMI2 para framboesa",363.65
"Monitor portátil tela sensível ao toque 7"" PC USB HDMI VGA para Raspberry Pi 3B 4 Xbox PS4",357.82
Novo LQ10D367 LQ10D368 LQ10D36A Conjunto de luz de fundo CCFL Para Reparação De Monitor Sharp,97.57
Gawfolk gebogener Monitor,1101.05
"Novo anúncioMonitor empilhado 18,5"" laptop tela dupla 360° tela dobrável monitor de toque HDMI",3715.11
"Monitor portátil 9"" 2560x1600 IPS toque laptop monitor USB C HDMI segunda tela",889.94
Monitor portátil 7 polegadas 1024x600 suporte de tela entrada AV VGa ZZ1,330.5
"Monitor de tela secundária 8,8"""" 1920*480 IPS LCD HDMI monitoramento de CPU GPU",427.16
"Mini 7"" LCD CCTV PC Monitor Tela HD 1024*600 AV/RCA VGA HDMI com Alto-falante + Adaptador",303.04
"Computador USB 5"" tela secundária CPU GPU RAM HDD USB PC monitor de dados com suporte",407.24
"5"" IPS USB mini tela PC CPU GPU RAM monitor de dados PC painel sensor com suporte",408.56
"Computador USB 5"" tela secundária CPU GPU RAM HDD USB PC monitor de dados com suporte",407.65
Sensor de pressão de ar coletor MA para Nissan 370Z Infiniti Q50 Q70 G37 M56 QX56·,200.85
Monitor de carro 7 polegadas VGA AV HD interface multimídia resolução 1024x6007 mini BST,328.45
"Monitor IPS tipo C AIDA64 3,5 polegadas tela secundária USB tela de exibição de computador",159.48
"Módulo de exibição LCD capacitivo de 2,8 polegadas 240×320 TFT com painel de toque",131.57
"Monitor de metal industrial incorporado Full HD de 17,3 polegadas versão normal sem toque SG5",522.32
"Monitor Mini 7"" LCD 800x480/1024x600 VGA AV HDMI 1080p HD para Raspberry Pi 3B+",294.38
Monitor de Lateral de 8.8 Polegadas 480×1920 Display de comutação in-plane Com Hdmi & Hifi Alto-falante Sem Touch,586.79
Monitor de computador 19 polegadas LCD VGA DC HD interface multimídia tela desktop para SD0,737.84
88-Zoll-IPS-Typ-C-Sekundärbildschirm 1920 * 480 Unterbildschirm für PC-Gehäuse (,532.82
VILTROX DC-550 Lite 5.5'' 4K Camera Studio HDMI-Compatibled 3D Touch LUT Monitor,734.07
"Monitor de segurança 7"""" TFT LCD tela sensível ao toque CCTV HD TV AV VGA tela HDMI",329.4
"13,3 polegadas 1920x1080 Full HD invólucro de metal industrial/VGA/AV/BNC/USB monitor EOM",927.3
Bestview S21 21.5 Full HD Broadcast DirectorDesktop Monitor Multi-screen BPB/PIP,4826.54
"Monitor DSLR campo câmera ultra brilhante FEELWORLD LUT11H 10,1 polegadas 2000nit",1683.96
Monitor de tela 7 polegadas 1024x600 resolução 16:9 para entrada / VGA / AV com ZZ1,338.23
"7""/8""/9""/10.1"" Hd Tela Rca/Áudio Vídeo Vga Hdmi 1080p Para Monitor Cftv Framboesa",323.18
"Monitor IPS 10,5 polegadas compatível com HDMI monitor tocável alto-falante embutido para laptop",511.28
Monitor de computador faça você mesmo tela secundária USB dupla acrílico para mini estojo ITX AIDA64,139.08
Portkeys LH5P II 5.5inch 4K Touch Screen Monitor Camera Field Monitor f BMPCC 4K,1994.23
Tela sensível ao toque redonda HDMI 5 polegadas 1080 × 1080 IPS 10 pontos de toque para Raspberry Pi,800.69
"Raspberry Pi OLED/LCD HAT Onboard 2 polegadas IPS LCD tela principal e duplo 0,96 polegadas B",126.09
Painel sensor PC tela secundária IPS de 5 polegadas livremente AIDA64 para gabinete de computador,230.71
"Monitor portátil ultrafino 9"" CCTV VGA HDMI 1080P tela para framboesa",377.8
"Monitor LCD industrial 10,1 pol 1920*1200 HD embutido caixa de metal completa ZZ1",681.69
"Chassi USB2LCD AIDA64 3,5"" Tela Monitor LCD IPS Para PC Raspberry Pi",114.89
General Módulo Lcd 1.54 polegadas Tela 240×240 Tela de comutação in-plane Spi Rgb 65K Cores,82.21
"Tela sensível ao toque 7"""" polegadas 1024x600 para monitor Raspberry Pi 5 4 3 HDMI IPS",302.6
"Monitor portátil 12,6"""" tela alta definição total 1920*515 jogo CPU GPU tela LCD para Y60 faça você mesmo",922.5
Tela 5 polegadas 360°TypeC monitor multitema IPS tela secundária para chassi ITX,380.11
"Monitor USB 2,1 polegadas 480×480 Silverr tela refrigerador de água desktop painel IPS",252.23
"Monitor portátil USB 10"" tela pequena tela LCD AV VGA HDMI alto-falantes de segurança",441.59
Tela sensível ao toque redonda 5 polegadas IPS 1080P 60Hz 10 pontos 5V tipo C módulo LCD redondo,944.9
"Monitor LCD CCTV 10,1"" HD PC tela AV/RCA/VGA/HDMI para DSLR framboesa PI",417.26
"Monitor de tela sensível ao toque portátil 8,8 polegadas - Tela secundária de alta resolução",438.76
Monitor LCD 8 8 polegadas IPS 480X1920 para Windows Linux Raspberry Pi,559.55
"Monitor USB 7"" LCD PC CCTV tela HDMI AV VGA BNC para framboesa",357.22
"Novo anúncioMonitor dobrável tela dupla 15,6"" tela dupla portátil extensor de monitor para laptop",2697.07
"Monitor quente 13,3 polegadas ultra fino HDR tipo C HD interface multimídia computador",827.82
3.5inch Second Monitor 320x480 LCD Monitor for PC Computers/mini ITX Chassis/CPU,133.3
OSEE Megamon 15S 15.4'' 1500nits HDR HDMI- 4K 3G-SDI 10bit Field Studio Monitor,5474.97
"Monitor 7"" TFT LCD HD CCTV tela RCA/AV VGA HDMI com alto-falante para DSLR Raspberry P",412.15
1.69 polegadas LCD IPS Display Module 240×280 SPI com exemplos para Raspberry Pi,82.21
Osee G7 7Inch 3000 Nits Ultra Bright Field HDR Monitor 1920×1200 3D LUT 3G SD 4K,2813.95
"Mini monitor portátil 10,5 polegadas pequeno 1920x1280 tela FHD IPS com Fol SD3",427.37
"Monitor LCD 12,3 polegadas 1920x720 tela LCD IPS HDMI VGA entrada USB estojo de metal",859.51
Monitor de dados PC CPU 5 polegadas IPS USB C TIPO C para exibição de temperatura AIDA64 PC CPU,325.59
"Monitor portátil 5,5"""" 1920x1080 tela sensível ao toque IPS Raspberry Pi HDMI Android Linux",634.88
"NOVO Monitor Portátil 15.6"""" USB C IPS Tela de Exibição para Laptop Telefone PS4",914.52
Tela secundária 5 polegadas TIPO-C tela CPU GPU RAM HDD monitor para livre AIDA64,338.14
1.69 polegadas LCD IPS Display Module 240×280 SPI com exemplos para Raspberry Pi,82.21
Osee G7 7Inch 3000 Nits Ultra Bright Field HDR Monitor 1920×1200 3D LUT 3G SD 4K,2813.95
"Tela secundária 3,5 polegadas Ips tipo-c computador CPU GPU RAM HDD MONITOR USB DIS",161.65
"Monitor de tela IPS tipo C secundário mini monitor IPS computador AIDA64 de 3,5 polegadas",158.76
"Ultra Fino 7"" TFT LCD HD CCTV Monitor Tela RCA/AV VGA HDMI com Alto-falante + Adaptador",290.05
"Monitor OLED dobrável portátil ASUS ZenScreen OLED MQ17QH 17,3""/60Hz【Taiwan",20200.43
Viltrox DC-V1 5.5'' 4K 60HZ 3D LUT HDMI 1.4 Interface Camera  Portable Monitor,727.96
"Monitor de CFTV portátil 7"" IPS PC tela HDMI 1080P VGA AV RCA para DSLR framboesa",369.43
"Monitor de segurança 10,1 polegadas 1280x800 IPS alto-falantes duplos integrados entrada multiporta SD3",452.79
2.1inch Computer Monitor IPS Dynamic Round LCD Monitor AIDA64 for Water Cooling,288.67
Dual USB Computer Monitor 3.5 Inch IPS DIY Acrylic LCD Monitor for Windows Linux,144.31
"Monitor LCD luz de fundo 14,9 pol VS149ZJ01 1280X390 WLED adequado para monitor de jogos",917.94
1 peça co-localizador de transmissão peer-to-peer laptop monitor conexão sem fio,225.47
"Monitor 3,5 polegadas Raspberry Pi 3 4 tela sensível ao toque 480x320 display LCD + estojo",111.71
"Mini monitor portátil 10,5 polegadas pequeno 1920x1280 tela FHD IPS com Fol SD0",340.6
"Monitor HDMI colorido 10"" polegadas*TFT LCD tela vídeo para PC CCTV DVR câmera segurança",917.3
"Tela secundária 5"" USB TIPO-C IPS CPU GPU RAM monitor display livremente AIDA64",334.79
"Capa de vidro temperado 7,9 polegadas 400×1280 toque capacitivo LCD HDMI IPS para todos os RPi",510.0
Monitor para laptop co-localizador transmissão conexão sem fio peer-to-peer,225.47
"Monitor portátil 14"""" 4K 3840X1100 IPS LCD tela secundária sensível ao toque HDMI CPU GPU",1362.07
10 Inch FHD IPS 1080P HDMI Display Screen 1920x1080 For Raspberry Pi PS4 XBOX,605.61
"Monitor de 10,1 polegadas resolução 1024X600 tela HD IPS controle remoto construído I TDM",371.57
"Extensor de tela dupla portátil 1200P FHD IPS Lapdock 14,1"" para PC/Mac/Switch 17 polegadas",911.54
"FEELWORLD P6X 5.5"" Aluminium Field Monitor 1000nit Ultra Bright Touch Screen 3D",948.18
"Monitor LCD 7,84"""" 400*1280 tela secundária HDMI Aida64 CPU monitor GPU",425.31
3.5/5inch IPS Type-C Secondary Screen CPU GPU RAM HDD Monitor PC Computer Temp,319.87
"Monitor portátil triplo 14 polegadas para notebooks de 15,6 polegadas FHD 1080P HDR IPS D ZZ1",2174.01
5 Zoll IPS USB Mini Bildschirm CPU GPU RAM HDD Monitor PC Computer Temperaturanz,319.87
5 Inch IPS Secondary Screen Mini Computer USB Display Freely AIDA64 for PC Case,222.06
SHIMBOL M5 5.5 Inch Professional On-camera Monitor 4K 30 HDR 1200Nit 3D LUT,948.18
"Monitor portátil 15,6 polegadas FHD 1080P IPS 6800K suporte HDR tela de laptop extensão EOM",526.18
"Tela LCD Touch Screen 10,1"""" Alto Brilho 1280x800 KIT FAÇA VOCÊ MESMO Painel HDMI VGA",645.73
"New 10.1"" HDMI Capacitive Touch Screen IPS LCD Display Monitor for Raspberry Pi",461.86
Monitor de toque capacitivo 7 polegadas IPS Touch Display HD 1024x600 para Raspberry Pi,302.31
"Monitor LED LCD 22 ""tela sensível ao toque ampla 1080P tela sensível ao toque HDMI Vesa Case Pos - PC",2441.15
"Tela LCD 15,6"""" 1920x1080 alto brilho VGA HDMI com placa de driver",1085.88
